oid,DOI,Title,Publication_Name,Subject,Publication_Type,Language,URL,extid,Image_used_as_thumbnail,CID,Publication_Date,Relevance,SID,PMID,Open_Access_Status
29363342,10.1007/s13346-019-00637-y,RGD-decorated cholesterol stabilized polyplexes for targeted siRNA delivery to glioblastoma cells,Drug Delivery and Translational Research,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s13346-019-00637-y,5038214-849152236,,4,2019,0.141300,341143784,30972664,1
29336181,10.1007/s11696-019-00734-9,"Synthesis of 1,2-propanediamine via reductive amination of isopropanolamine over Raney Ni under the promotion of K2CO3",Chemical Papers,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s11696-019-00734-9,5038214-849152236,,4,2019,6.937800,341143784,,0
29895086,10.1007/s40843-019-9468-5,Copper nanomaterials and assemblies for soft electronics,Science China Materials,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s40843-019-9468-5,5038214-849152236,,4,2019,0.173800,341143784,,0
29286169,10.1007/s10853-019-03508-6,Electrocatalytic activity of new Mn3O4@oxidized graphene flakes nanocomposites toward oxygen reduction reaction,Journal of Materials Science,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10853-019-03508-6,5038214-849152236,,4,2019,0.198200,341143784,,0
33243229,10.1134/S0022476621070106,CRYSTAL STRUCTURE AND PHOTO-PHYSICAL PROPERTIES OF A SEVEN-COORDINATE Mn(II) COMPLEX,Journal of Structural Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1134/S0022476621070106,5038214-849152236,,4,2021,1.055300,341143784,,0
6798232,10.1007/0-387-27600-9_6,Regulation of 1D-myo-Inositol-3-Phosphate Synthase in Yeast,Biology of Inositols and Phosphoinositides,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/0-387-27600-9_6,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/0-387-27600-9_6,4,2006,0.169400,341143784,,0
6798236,10.1007/3-540-37646-1_29,Ethanolamine oxidase,Springer Handbook of Enzymes,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/3-540-37646-1_29,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-37646-1_29,4,2005,0.545400,341143784,,0
6798240,10.1007/978-1-349-17072-2_7,Study of Histamine Release with Variants of the Rat Basophilic Leukemia Cell Line,Proceedings of Invited Symposia,Engineering,book chapter,En,https://doi.org/10.1007/978-1-349-17072-2_7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-349-17072-2_7,4,1983,0.351800,341143784,,0
6798244,10.1007/978-1-4612-6120-9_29,Modification of Lipid Composition and Membrane Fluidity in Tetrahymena,Membrane Fluidity,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4612-6120-9_29,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4612-6120-9_29,4,1980,0.320300,341143784,,0
6798248,10.1007/978-1-4613-2745-5_4,Synthesis of Tailor-Made Soluble Polymeric Drug Carriers,Recent Advances in Drug Delivery Systems,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4613-2745-5_4,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4613-2745-5_4,4,1984,0.121000,341143784,,0
6798252,10.1007/978-1-4615-3514-0_10,Modulation of Phosphatidylethanolamine Biosynthesis by Exogenous Ethanolamine and Analogues in the Hamster Heart,Lipid Metabolism in the Healthy and Disease Heart,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4615-3514-0_10,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4615-3514-0_10,4,1992,4.113800,341143784,,0
6798256,10.1007/978-1-4615-8446-9_1,Pesticide regulations and residue problems in Japan,Residue Reviews / Rückstands-Berichte,Earth and Environmental Science,book chapter,En,https://doi.org/10.1007/978-1-4615-8446-9_1,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4615-8446-9_1,4,1969,0.304600,341143784,,0
6798260,10.1007/978-1-4684-4946-4_46,Membrane Events and Guanylate Cyclase Activation in Mitogen-Stimulated Lymphocytes,"Prostaglandins, Leukotrienes, and Lipoxins",Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4684-4946-4_46,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4684-4946-4_46,4,1985,0.165400,341143784,,0
6798264,10.1007/978-1-4684-8035-1_9,Fluorescence Properties of Visual Pigmentsla,Photochemistry of Macromolecules,Chemistry and Material Science,book chapter,En,https://doi.org/10.1007/978-1-4684-8035-1_9,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4684-8035-1_9,4,1970,0.283600,341143784,,0
6798268,10.1007/978-1-4899-0490-4_19,Phospholipids and Membrane Phenomena Involved in the Release of Mediators of Anaphylaxis,Phospholipid Research and the Nervous System,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4899-0490-4_19,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4899-0490-4_19,4,1986,0.276800,341143784,,0
6798272,10.1007/978-1-61779-349-3_5,Biomimetic Affinity Ligands for Immunoglobulins Based on the Multicomponent Ugi Reaction,Chemical Genomics and Proteomics,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-61779-349-3_5,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-61779-349-3_5,4,2012,0.165300,341143784,21964782,0
6798276,10.1007/978-3-540-47815-7_45,Ethanolamine kinase,Class 2 &#x2022; Transferases IX,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-540-47815-7_45,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-47815-7_45,4,2007,0.332500,341143784,,0
6798280,10.1007/978-3-540-71095-0_5367,Isopentane,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5367,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5367,4,2007,2.034500,341143784,,0
6798284,10.1007/978-3-540-71095-0_5371,Isopropanol,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5371,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5371,4,2007,2.034500,341143784,,0
6798288,10.1007/978-3-540-71095-0_5375,Isopropyl Acetate,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5375,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5375,4,2007,2.034500,341143784,,0
6798292,10.1007/978-3-540-71095-0_5379,Isopropyl Arachidate,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5379,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5379,4,2007,2.034500,341143784,,0
6798296,10.1007/978-3-540-71095-0_5383,Isopropylbenzyl Salicylate,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5383,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5383,4,2007,2.034500,341143784,,0
6798300,10.1007/978-3-540-71095-0_5387,Isopropyl Dibenzoylmethane,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5387,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5387,4,2007,2.034500,341143784,,0
6798304,10.1007/978-3-540-71095-0_5391,Isopropyl Hydroxystearate,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_5391,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_5391,4,2007,2.034500,341143784,,0
6798308,10.1007/978-3-540-71095-0_6643,Mitose,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6643,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6643,4,2007,1.716900,341143784,,0
6798312,10.1007/978-3-540-71095-0_6647,Mittelnote,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6647,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6647,4,2007,1.892000,341143784,,0
6798316,10.1007/978-3-540-71095-0_6651,Mixed Isopropanolamines Lanolate,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6651,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6651,4,2007,2.067800,341143784,,0
6798320,10.1007/978-3-540-71095-0_6655,Mixed Terpenes,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6655,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6655,4,2007,1.892000,341143784,,0
6798324,10.1007/978-3-540-71095-0_6659,mode d’emploi,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6659,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6659,4,2007,1.892000,341143784,,0
6798328,10.1007/978-3-540-71095-0_6663,modeleur,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-540-71095-0_6663,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-71095-0_6663,4,2007,1.892000,341143784,,0
6798332,10.1007/978-3-540-75508-1_218,Surface tension of the mixture (1) water; (2) 1-aminopropan-2-ol,Supplement to IV/16,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-540-75508-1_218,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-75508-1_218,4,2008,6.435500,341143784,,0
6798336,10.1007/978-3-540-85707-5_46,Ethanolamine-phosphate phospho-lyase,"Class 4&#x2013;6 Lyases, Isomerases, Ligases",Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-540-85707-5_46,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-540-85707-5_46,4,2010,0.569200,341143784,,0
6798340,10.1007/978-3-642-24688-3_13,M,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-642-24688-3_13,5038214-849152236,,4,2012,0.285700,341143784,,0
6798344,10.1007/978-3-642-59176-1_191,Ethanolamine kinase,Enzyme Handbook 13,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-642-59176-1_191,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-642-59176-1_191,4,1997,0.458400,341143784,,0
6798348,10.1007/978-3-642-69088-4_15,Drugs Acting on the Cardiovascular System,Allergic Reactions to Drugs,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-642-69088-4_15,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-642-69088-4_15,4,1983,0.197200,341143784,,0
6798352,10.1007/978-3-642-85200-8_4,"(R,R)-Butanediol dehydrogenase",Enzyme Handbook 9,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-642-85200-8_4,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-642-85200-8_4,4,1995,4.699300,341143784,,0
6798356,10.1007/978-3-642-96846-4_6,"Neoplasms, Mucosa, Ethmoid Turbinates, Rat",Respiratory System,Medicine,book chapter,En,https://doi.org/10.1007/978-3-642-96846-4_6,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-642-96846-4_6,4,1985,0.291200,341143784,,0
6798360,10.1007/978-3-662-02860-5_5,Control of Phosphatidylcholine Biosynthesis and Its Role in Lipoprotein Assembly,Dynamics of Membrane Assembly,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-662-02860-5_5,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-662-02860-5_5,4,1992,0.340900,341143784,,0
6798364,10.1007/978-3-662-30496-9_20,T,Handbuch der gefährlichen Güter,Chemistry and Material Science,book chapter,De,https://doi.org/10.1007/978-3-662-30496-9_20,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-662-30496-9_20,4,1992,0.192400,341143784,,0
6798368,10.1007/978-3-7091-4816-7_34,Kreislauf und vegetatives Nervensystem,Bibliographia Neurovegetativa 1900&#x2013;1950,Medicine,book chapter,De,https://doi.org/10.1007/978-3-7091-4816-7_34,5038214-849152236,,4,1953,0.477400,341143784,,0
6798372,10.1007/978-4-431-55200-0_19,Metabolomic Analysis of Entamoeba Biology,Amebiasis,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-4-431-55200-0_19,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-4-431-55200-0_19,4,2015,0.160200,341143784,,0
6798376,10.1007/978-94-010-1758-9_7,The Conformation of Catecholamines in Solution,Molecular and Quantum Pharmacology,Chemistry and Material Science,book chapter,En,https://doi.org/10.1007/978-94-010-1758-9_7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-94-010-1758-9_7,4,1974,0.473600,341143784,,0
6798380,10.1007/978-94-011-3256-5_4,Recommendations for Gloves and Other Protective Clothing,Chemical Safety Sheets,Chemistry and Material Science,book chapter,En,https://doi.org/10.1007/978-94-011-3256-5_4,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-94-011-3256-5_4,4,1991,0.140900,341143784,,0
6798384,10.1007/978-94-017-2803-4_5,Biosynthetic Processes and Physiologically Active Compounds,Propionibacteria,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-94-017-2803-4_5,5038214-849152236,,4,1999,0.117400,341143784,,0
6798388,10.1007/BF00235191,Pseudomonas aeruginosa acid phosphatase contains an anionic site with a trimethyl subsite,Molecular and Cellular Biochemistry,Life Sciences,journal article,En,https://doi.org/10.1007/BF00235191,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00235191,4,1988,0.185000,341143784,,0
6798392,10.1007/BF00271979,Enzymes in polymer chemistry,Polymer Bulletin,Chemistry,journal article,En,https://doi.org/10.1007/BF00271979,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00271979,4,1989,0.918300,341143784,,0
6798396,10.1007/BF00373751,Contraluminal transport of organic cations in the proximal tubule of the rat kidney,Pflügers Archiv,Biomedicine,journal article,En,https://doi.org/10.1007/BF00373751,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00373751,4,1991,0.252300,341143784,,0
6798400,10.1007/BF00403819,Microbial metabolism of alkylbenzene sulphonates the oxidation of key aromatic compounds by a Bacillus,Antonie van Leeuwenhoek,Biomedicine,journal article,En,https://doi.org/10.1007/BF00403819,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00403819,4,1974,0.205500,341143784,,0
6798404,10.1007/BF00422205,Changes in phospholipid composition of Thiobacillus neapolitanus during growth,Archiv für Mikrobiologie,Life Sciences,journal article,En,https://doi.org/10.1007/BF00422205,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00422205,4,1973,0.257900,341143784,,0
6798408,10.1007/BF00472377,Synthesis of pyrroles from heterocyclic compounds (review),Chemistry of Heterocyclic Compounds,Chemistry,journal article,En,https://doi.org/10.1007/BF00472377,5038214-849152236,,4,1989,0.126400,341143784,,0
6798412,10.1007/BF00506545,A comparison of the influence of N-isopropyl and N-tert butyl substituents on the affinity of ligands for sinoatrial β-adrenoceptors in rat atria and β-adrenoceptors coupled to the adenylyl cyclase in kitten ventricle,Naunyn-Schmiedeberg&apos;s Archives of Pharmacology,Biomedicine,journal article,En,https://doi.org/10.1007/BF00506545,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00506545,4,1979,0.159500,341143784,,0
6798416,10.1007/BF00516257,2.5 Pflanzen und landwirschaftlich-technische Produkte,Fresenius&apos; Zeitschrift für analytische Chemie,Chemistry,journal article,De,https://doi.org/10.1007/BF00516257,5038214-849152236,,4,1981,0.142900,341143784,,0
6798420,10.1007/BF00583752,Permeability to Ca2+ of the acetylcholine receptor channel of denervated mouse muscles in the presence of Na+ and of some other cations,Pflügers Archiv,Biomedicine,journal article,En,https://doi.org/10.1007/BF00583752,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00583752,4,1988,0.638500,341143784,,0
6798424,10.1007/BF00700633,The biodegradation of piperazine and structurally-related linear and cyclic amines,Biodegradation,Environment,journal article,En,https://doi.org/10.1007/BF00700633,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00700633,4,1994,0.302100,341143784,,0
6798428,10.1007/BF00796382,Particle-size distribution in very fine copper powders produced by the thermal decomposition of Cu(II) complexes with monoethanolamine,Soviet Powder Metallurgy and Metal Ceramics,Material Science,journal article,En,https://doi.org/10.1007/BF00796382,5038214-849152236,,4,1984,0.472800,341143784,,0
6798432,10.1007/BF00847810,Boric polyesters,"Bulletin of the Academy of Sciences of the USSR, Division of chemical science",Chemistry,journal article,En,https://doi.org/10.1007/BF00847810,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00847810,4,1964,0.610300,341143784,,0
6798436,10.1007/BF00911928,"Schiff base derivatives of lanthanons-synthesis of La(III), Pr(III) and Nd(III) derivatives of β-ketoimines derived from 2,4-pentanedione",Monatshefte für Chemie / Chemical Monthly,Chemistry,journal article,En,https://doi.org/10.1007/BF00911928,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00911928,4,1979,0.263800,341143784,,0
6798440,10.1007/BF00964932,"Effects of base exchange reaction on the Na+, K+ ATPase in rat brain microsomes",Neurochemical Research,Biomedicine,journal article,En,https://doi.org/10.1007/BF00964932,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00964932,4,1983,3.534000,341143784,,0
6798444,10.1007/BF00971848,The incorporation of monomethylethanolamine and dimethylethanolamine in fetal brain aggregating cell culture,Neurochemical Research,Biomedicine,journal article,En,https://doi.org/10.1007/BF00971848,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00971848,4,1987,2.338700,341143784,,0
6798448,10.1007/BF01169640,Synthesis of nitrogen containing heterocycles over copper chromite,Chemistry of Heterocyclic Compounds,Chemistry,journal article,En,https://doi.org/10.1007/BF01169640,5038214-849152236,,4,1995,6.700200,341143784,,0
6798452,10.1007/BF01267772,Determination of biogenic amines by RP-HPLC of the dabsyl derivates,Zeitschrift für Lebensmittel-Untersuchung und Forschung,Chemistry,journal article,En,https://doi.org/10.1007/BF01267772,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01267772,4,1996,0.240400,341143784,,0
6798456,10.1007/BF01606685,Toxicity of mixtures of heavy metals and petrochemicals toXenopus laevis,Bulletin of Environmental Contamination and Toxicology,Environment,journal article,En,https://doi.org/10.1007/BF01606685,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01606685,4,1987,0.371800,341143784,,0
6798460,10.1007/BF01664586,"Untersuchungen von Polymeren im Massenspektrometer. 5. Mitt. Fragmentierungsreaktionen oligomerer Oxy-und Thio-1,4-phenylene",Colloid and Polymer Science,Chemistry,journal article,De,https://doi.org/10.1007/BF01664586,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01664586,4,1977,0.500500,341143784,,0
6798464,10.1007/BF01705530,Partial purification of two forms of Choline kinase and separation of Choline kinase from sphingosine kinase of rat brain,Neurochemical Research,Biomedicine,journal article,En,https://doi.org/10.1007/BF01705530,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01705530,4,1995,1.381400,341143784,,0
6798468,10.1007/BF01859938,Beitrag zur Frage der pharmakologischen Wirkung einiger aliphatischer Alkyl- und Alkanolamine,Naunyn-Schmiedebergs Archiv für experimentelle Pathologie und Pharmakologie,Biomedicine,journal article,De,https://doi.org/10.1007/BF01859938,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01859938,4,1943,0.584200,341143784,,0
6798472,10.1007/BF01965330,Selective β-adrenergic myocardial stimulant,Experientia,Life Sciences,journal article,En,https://doi.org/10.1007/BF01965330,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01965330,4,1972,0.478900,341143784,,0
6798476,10.1007/BF02269544,Synthesis of some sulfonamide derivatives with potential antibacterial activity,Chemistry of Heterocyclic Compounds,Chemistry,journal article,En,https://doi.org/10.1007/BF02269544,5038214-849152236,,4,2000,0.633900,341143784,,0
6798480,10.1007/BF02508446,"Synthesis, antiinflammatory, and antitumor activity of substituted succinamic acids",Pharmaceutical Chemistry Journal,Pharmacy,journal article,En,https://doi.org/10.1007/BF02508446,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02508446,4,1999,0.457600,341143784,,0
6798484,10.1007/BF02532562,The renal phospholipid composition of choline-deficient rats,Lipids,Life Sciences,journal article,En,https://doi.org/10.1007/BF02532562,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02532562,4,1967,1.644300,341143784,17805773,0
6798488,10.1007/BF02544628,Activity of fatty acyl CoA-lysophospholipid acyltransferases in liver microsomes of rats fed a choline-deficient diet,Lipids,Life Sciences,journal article,En,https://doi.org/10.1007/BF02544628,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02544628,4,1973,0.495300,341143784,,0
6798492,10.1007/BF02612944,Synthesis and properties of sulfated alkanolamides,Journal of the American Oil Chemists&#x2019; Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02612944,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02612944,4,1970,0.783300,341143784,,0
6798496,10.1007/BF02632754,Diesters and diamides ofa-sulfopalmitic anda-sulfostearic acids,Journal of the American Oil Chemists Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02632754,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02632754,4,1962,0.742100,341143784,,0
6798500,10.1007/BF02637959,Fatty acid alkylolamides,Journal of the American Oil Chemists Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02637959,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02637959,4,1958,0.571500,341143784,,0
6798504,10.1007/BF02652440,Abstracts,Journal of the American Oil Chemists Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02652440,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02652440,4,1968,0.115700,341143784,,0
6798508,10.1007/BF02672661,3-amino-1-propanol as a complexing agent in the determination of total gossypol,Journal of the American Oil Chemist&#x2019;s Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02672661,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02672661,4,1958,0.174900,341143784,,0
6798512,10.1007/BF02714056,Influence of aβ-adrenergic agonist on septic shock-induced alterations of phosphatidylcholine metabolism in rat lung,Lung,Medicine & Public Health,journal article,En,https://doi.org/10.1007/BF02714056,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02714056,4,1988,0.382200,341143784,3146672,0
6798516,10.1007/BF02879763,Relationship between the composition of phospholipids and respiratory activity of choline-deficient mutants ofNeurospora crassa,Folia Microbiologica,Life Sciences,journal article,En,https://doi.org/10.1007/BF02879763,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02879763,4,1982,1.338000,341143784,,0
6798520,10.1007/BF02942500,Agro-industrial uses of glycinebetaine,Sugar Tech,Life Sciences,journal article,En,https://doi.org/10.1007/BF02942500,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02942500,4,1999,0.312000,341143784,,0
6798524,10.1007/BF03303808,more news on reviews,InPharma,Pharmacy,journal article,En,https://doi.org/10.1007/BF03303808,5038214-849152236,,4,1983,0.848000,341143784,,0
6798528,10.1007/s00203-006-0167-8,Identification of glycine betaine as compatible solute in Synechococcus sp. WH8102 and characterization of its N-methyltransferase genes involved in betaine synthesis,Archives of Microbiology,Life Sciences,journal article,En,https://doi.org/10.1007/s00203-006-0167-8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00203-006-0167-8,4,2006,0.171500,341143784,17019606,0
6798532,10.1007/s002030100343,Monoalkylether phospholipids in the sulfate-reducing bacteria Desulfosarcina variabilis and Desulforhabdus amnigenus,Archives of Microbiology,Life Sciences,journal article,En,https://doi.org/10.1007/s002030100343,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s002030100343,4,2001,0.152000,341143784,11734887,0
6798536,10.1007/s00253-007-0932-x,Biomass in the manufacture of industrial products—the use of proteins and amino acids,Applied Microbiology and Biotechnology,Life Sciences,journal article,En,https://doi.org/10.1007/s00253-007-0932-x,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00253-007-0932-x,4,2007,0.574700,341143784,17387469,1
